product,hundred energy (kcal),hundred protein (g),hundred total fat (g),hundred saturated fat (g),hundred trans fat (g),hundred carbohydrate (g),hundred dietary fiber (g),hundred sugars (g),hundred sodium (mg),per serve,serve energy (kcal),serve protein (g),serve total fat (g),serve saturated fat (g),serve trans fat (g),serve carbohydrate (g),serve dietary fiber (g),serve sugars (g),serve sodium (mg)
BP_100191,,,,,,,,,,32.5 克 g,165,7.6,9.2,5.9,0.5,13,,13,109
BP_100303,47,0,0,0,0,11.4,,11.4,71,/,,,,,,,,,
BP_100339,25,0,0,0,0,6.2,,6.2,30,/,,,,,,,,,
BP_100467,,,,,,,,,,15ml,120,0,14,1,0,0,0,0,0
BP_100918,348,9,0,0,0,77.6,0,0,3,/,,,,,,,,,
BP_101009,88,0.3,0.1,0,0,19.7,1.6,18.6,4,127g,112,0.4,0.1,0,0,25,2,23.6,5
BP_101010,88,0.3,0.1,0,0,19.7,1.6,18.6,4,127g,112,0.4,0.1,0,0,25,2,23.6,5
BP_101016,78,0,0,0,0,19.5,0,16.9,0,/,,,,,,,,,
BP_101018,70,0,0,0,0,17.7,0,15.3,0,140 g,94,0,0,0,0,24.8,1.3,21.4,0
BP_101019,70,0,0,0,0,17.7,0,15.3,0,/,,,,,,,,,
BP_101025,72,0.4,0,0,0,18,0,15.4,5,127g,91,0.5,0,0,0,22.9,0,19.6,6
BP_101026,73,0.4,0.1,0,0,16.8,1,16.6,5,127g,93,0.5,0.1,0,0,21.3,1.3,21.1,6
BP_101027,72,0.4,0,0,0,18,0,15.4,5,127g,91,0.5,0,0,0,22.9,0,19.6,6
BP_101047,164,11.6,10.2,4.5,0.2,5.6,1.98,0.67,897,/,,,,,,,,,
BP_101048,164,11.6,10.2,4.5,0.2,5.6,1.98,0.67,897,/,,,,,,,,,
BP_101057,290,15,25,10,0,1.5,,0,1200,/,,,,,,,,,
BP_101058,290,15,25,10,0,1.5,,0,1200,/,,,,,,,,,
BP_101062,287,8.1,20.6,8.2,0,17.4,,0,620,/,,,,,,,,,
BP_101070,262,15,20,8,0,5.5,,0.5,1200,/,,,,,,,,,
BP_101078,180,9,13,5.2,0,7.1,,1,900,/,,,,,,,,,
BP_101087,177,13.8,9.9,3.4,0,8.2,,2.5,657,/,,,,,,,,,
BP_101088,183,10.9,11,4.5,0,10.2,,0.5,430,/,,,,,,,,,
BP_101104,212,13.7,14,5.6,0.05,7.9,0.3,0,620,/,,,,,,,,,
BP_101314,,,,,,,,,,15ml,31,0.3,0,0,0,7.4,0,7.1,720
BP_101405,78,4.7,0.64,0,0,12.5,3.7,4.7,240,200g,156,9.4,1.28,0,0,25,7.4,9.4,480
BP_101415,85,4.6,0.3,0.1,0,15.7,,5.7,500,,,,,,,,,,
BP_101424,85,5.5,0.3,0,0,17,5.8,2.5,290,130g,111,7.2,0.3,0,0,22.1,7.6,3.3,377
BP_101427,85,5.4,1.9,0,0,11.5,2.3,3.8,300,130g,110,7,2.5,0,0,15,3,5,390
BP_101451,53,0.9,0.7,0.6,0,10.7,1.1,4.8,295,130g,69,1.2,1,0.8,0,13.9,1.5,6.2,384
BP_101452,70,2,0.5,0,0,13,3,4,190,130g,91,2.6,0.7,0,0,16.9,3.9,5.2,247
BP_101457,52,1.9,0.5,0.1,0,9.9,1,3.2,292,130g,68,2.5,0.7,0.1,0,12.9,1.3,4.2,380
BP_101458,47,1.7,0.7,0.2,0,8.6,1.3,0,159,130g,61,2.2,0.9,0.3,0,11.2,1.7,0,207
BP_101471,,,,,,,,,,126g,30,1,0,0,0,7,1,6,210
BP_102084,43,0,0,0,0,7,0,5.5,5,,,,,,,,,,
BP_102108,69,0.5,0,0,0,16.8,1.3,13.5,23,240ml,166,1.2,0,0,0,40.3,3.1,32.4,55
BP_102193,218,0,0,0,0,53.4,,52.2,2,40ml,87,0,0,0,0,21.4,,20.9,3
BP_102239,350,87.4,0,0,0,0,0,0,350,,,,,,,,,,
BP_102309,,,,,,,,,,100ml,25,0,0,0,0,6.2,,6.1,0
BP_102310,,,,,,,,,,100ml,20,0,0,0,0,5,,4.9,5
BP_102311,,,,,,,,,,100ml,25,0,0,0,0,6.2,,6,15
BP_102346,823,0,91.3,6.1,0,0,0,0,0,,,,,,,,,,
BP_102602,1,0,0,0,0,0,0,0,0.4,,,,,,,,,,
BP_102604,3,0,0,0,0,0,0,0,0.4,,,,,,,,,,
BP_102606,2,0,0,0,0,0,0,0,0.4,,,,,,,,,,
BP_102607,1,0,0,0,0,0.1,0,0,1.2,,,,,,,,,,
BP_102609,2,0,0,0,0,0,0,0,0.4,,,,,,,,,,
BP_102724,161,3.6,0.8,0,0,34.9,,27.6,5260,,,,,,,,,,
BP_103136,577,18,50.8,12.8,0,13.5,,3.3,663,,,,,,,,,,
BP_103157,365,19.4,31.8,6.4,0,0.3,,0,828,,,,,,,,,,
BP_103158,365,19.4,31.8,6.4,0,0.1,,0,800,,,,,,,,,,
BP_103160,133,14.8,7.4,1.9,0,1.7,,1,631,,,,,,,,,,
BP_103288,,,,,,,,,,1g,3,0.1,0.1,0.1,0,0.3,0,0.1,169
BP_103314,,,,,,,,,,30g,110,2.9,0.4,0,0,22.2,,0.3,0
BP_103318,348,9,1.2,0,0,77.6,2.4,3,0,,,,,,,,,,
BP_103331,,,,,,,,,,40g,110,1.4,1.1,0.5,0,23.3,,12.9,176
BP_103396,339,6.6,1.1,0.4,0,77.5,1.8,0,0,,,,,,,,,,
BP_103550,113,3.5,1.3,0.6,0,21.8,,2,430,,,,,,,,,,
BP_103554,,,,,,,,,,100ml,30,0,0,0,0,6.8,,6.6,10
BP_103592,360,0,0,0,0,0,0,0,25,,,,,,,,,,
BP_103747,214,0,1.1,0,0,49.4,,53.9,62,50g,107,0,0,0,0,24.7,0,27,31
BP_104156,74,4.4,0.5,0,0,12.9,4.9,5.8,307,,,,,,,,,,
BP_104164,,,,,,,,,,57 g,207,9.7,5,3.2,0,30.7,0.5,2.1,1073
BP_104208,810,0,90,12.2,0,0,0,0,0,15.5 ml,,,,,,,,,
BP_104259,450,10.9,19.6,12.7,0,57.4,,2.3,1779,,,,,,,,,,
BP_104260,445,11.3,18.8,12.2,0,57.7,,2.2,1380,,,,,,,,,,
BP_104463,370,0,0,0,0,90.3,,85,0,,,,,,,,,,
BP_104483,,,,,,,,,,5ml,4,0.4,0,0,0,0.4,,0.3,355
BP_104487,400,17.1,11.9,3.6,0,56.3,8.3,1.6,2233,70 g,280,12,8.3,2.5,0,39.4,5.8,1.1,1563
BP_104489,104,0.8,0,0,0,24.6,1,21.3,1100,,,,,,,,,,
BP_104817,,,,,,,,,,5ml,5,0.4,0,0,0,0.9,0,0.9,418
BP_104882,27,4.6,0,0,0,2.1,0,,502,,,,,,,,,,
BP_105122,503,7.3,24.2,15.1,0.6,66.1,,31.1,345,,,,,,,,,,
BP_105357,486,0.1,55,14.8,0.2,0.2,,0.1,340,,,,,,,,,,
BP_105584,,,,,,,,,,82 g,324,13.7,9.3,2.8,0,46.2,6.4,1.6,1757
BP_105590,150,10.9,3.9,0,0,67.5,49.9,1.9,25,,,,,,,,,,
BP_105592,254,15.6,0,0,0,65.2,41.8,3.9,26,,,,,,,,,,
BP_105593,250,22.9,3,0.6,0,52.4,20.4,8.5,379,,,,,,,,,,
BP_105605,361,8.3,5.8,2.8,0,66.3,2.8,6,1520,120g,227,8,6.5,3.1,0,33.1,1.2,6.7,715
BP_105614,,,,,,,,,,103g,469,11.3,21.1,9.8,0,58.2,,3.2,1936
BP_105651,505,12.8,24.7,10.4,0.2,59.5,,25,267,,,,,,,,,,
BP_105853,16,0.98,0.66,0.21,0,1.59,,0.35,687,,,,,,,,,,
BP_105866,109,0.8,0.2,0,0,28.1,1.1,23.9,1800,,,,,,,,,,
BP_105879,,,,,,,,,,17.3g,26,0,0,0,0,6.5,0,5.6,63
BP_105914,72,2,1,0,0,14,,7,2768,,,,,,,,,,
BP_105954,,,,,,,,,,10 ml,13,0.1,0,0,0,3,,2.9,664
BP_105956,,,,,,,,,,10 g,10,2,0.2,0,0,0.1,,0,873
BP_105957,,,,,,,,,,10 g,14,0.5,0,0,0,2.9,,2.1,438
BP_105958,,,,,,,,,,10 g,14,0.5,0,0,0,2.9,,2.1,438
BP_105962,252,4.8,23.6,2.6,0,4.5,,2.3,5968,,,,,,,,,,
BP_105970,,,,,,,,,,10 g,12,0.2,0,0,0,2.7,,2.1,458
BP_105981,,,,,,,,,,,120,8.1,4.1,1.8,0,12.6,,12.6,108
BP_106025,362.7,0.6,34,5.2,0.4,12.6,0,8.8,699.8,,,,,,,,,,
BP_106031,,,,,,,,,,100g,453,9.5,19.5,9,0,59.5,,1.9,1804
BP_106065,705,0.6,76,11.5,0.9,2,0,2,549,,,,,,,,,,
BP_106078,105,1.2,0.4,0,0,23,2,18,908,,,,,,,,,,
BP_106085,110,1,0.7,0,0,24.5,0,23.9,1030,17g,19,0,0,0,0,4.2,0,4.1,175
BP_106101,900,0,100,13.5,0,0,0,0,0,,,,,,,,,,
BP_106119,,,,,,,,,,5ml,3,0.3,0,0,0,0.3,,0.2,362
BP_106149,24.5,0.1,0,0,0,1.6,0.1,1.6,6,,,,,,,,,,
BP_106156,13,0,0,0,0,0,0,0,0,,,,,,,,,,
BP_106157,13,0,0,0,0,0,0,0,0,,,,,,,,,,
BP_106191,153,6.7,11,0.7,0,6.2,0,0,2200,,,,,,,,,,
BP_106234,117,1.3,0,0,0,25.9,1.2,20.9,799,,,,,,,,,,
BP_106238,113,1.1,0.6,0,0,26.7,0,19.6,1500,,,,,,,,,,
BP_106342,,,,,,,,,,100g,285,13,25,8,0,2,,2,670
BP_106393,,,,,,,,,,125 g,533,10,18,8.8,0,82,,3.6,2330
BP_106909,62.9,4.2,0.2,0,0,10.8,4.5,2.8,164,,,,,,,,,,
BP_107306,115,1.8,0.1,0,0,26.7,0.4,22.9,3713,17g,20,0.3,0,0,0,4.5,0.1,3.9,631
BP_107824,351,7.7,1.3,0.5,0,75.3,2.3,18.8,905,105g,178,3.9,0.7,0.2,0,37.8,1.2,9.6,485
BP_108007,26.3,1,0,0,0,5.6,,0,0,552g,135,5.1,0,0,0,28.7,,0,0
BP_108107,241,20.2,14.7,10.1,0.7,7,,5.1,1550,20.8g,50,4.2,3.1,2.1,0.1,1.5,,1.1,322
BP_108127,493.6,22,38,13.4,0,15.9,,15.7,2180,,,,,,,,,,
BP_108371,399,0,0,0,0,99.7,,99.7,0,,,,,,,,,,
BP_108378,353,9.7,1.6,0.3,0,72.7,,1.8,4,40g,141,3.9,0.6,0.1,0,29.1,,0.7,2
BP_108379,341,9.4,1.4,0.3,0,70.4,,1.4,850,40g,136,3.8,0.6,0.1,0,28.2,,0.6,340
BP_108479,267,2.9,12.5,5.6,0,35.7,,8.8,44,,,,,,,,,,
BP_108639,,,,,,,,,,1g,3,0.5,0,0,0,0.3,0,0,112
BP_108642,,,,,,,,,,1g,1,0,0,0,0,0.3,0,0,214
BP_108993,359,13.5,1,0.3,0,74,,3.5,12,,,,,,,,,,
BP_109008,,,,,,,,,,75g,322,8.3,12.8,5.6,0,43.3,,4.4,1197
BP_109028,,,,,,,,,,80g,269,10.2,2,0.6,0,54.5,1.9,2.9,2043
BP_109078,,,,,,,,,,102 g,458,9.9,21.1,8.6,0,57.2,,3.1,1417
BP_109113,229,12,2.9,0.5,0,38.6,7.1,0.7,299,45g,100,5.4,1.3,0.3,0,17.4,3.2,0.3,135
BP_109168,77,5,3.3,0.6,0,6.9,,3.1,720,,,,,,,,,,
BP_109169,73.2,3.9,2.8,1,0,8.1,,6,985,,,,,,,,,,
BP_109354,461,11.5,21.3,13.8,0,55.7,,1.8,1379,,,,,,,,,,
BP_109714,212,13.7,14,5.6,0.05,7.9,0.3,0,620,,,,,,,,,,
BP_109822,,,,,,,,,,5ml,4,0.2,0,0,0,0.7,,0.5,340
BP_109828,,,,,,,,,,5g,3,0.1,0.1,0,0,0.3,,0.3,177
BP_109872,350,6.5,0.9,0,0,79.9,0,0,0,,,,,,,,,,
BP_110132,,,,,,,,,,18.2g,55,1.7,3.3,0.7,0,6.3,1.7,3.7,582
BP_110136,,,,,,,,,,80g,273,9.7,2.5,1.8,0,54.6,1.7,2.7,1924
BP_110402,215,22,12,4,0,3,,0,390,,,,,,,,,,
BP_110410,270,2.6,23.7,2.8,0.4,9.19,,4.7,3195,,,,,,,,,,
BP_110472,31,1.4,0.4,0.22,0,5.5,,0.01,520,,,,,,,,,,
BP_110653,,,,,,,,,,75g,326,9.2,12.9,8.4,0,43.2,,3.2,1478
BP_110708,,,,,,,,,,10 g,12,0.06,0,0,0,2.9,,2.4,458
BP_110710,,,,,,,,,,1g,3,0.1,0.1,0.1,0,0.3,0,0.1,169
BP_110812,,,,,,,,,,35g,128,7.1,0.7,0.5,0,23.3,,13.9,96.3
BP_110819,,,,,,,,,,1g,3,0.1,0.1,0.1,0,0.3,0,0.1,170
BP_110857,,,,,,,,,,26g,100,0.9,1.1,0.5,0,21.8,,15.4,79
BP_110971,460,11.1,20.3,10.4,0,58.2,,2.9,2230,,,,,,,,,,
BP_111036,,,,,,,,,,,,,,,,,,,
BP_111057,332,11,3.3,0,0,64.8,,0,0,,,,,,,,,,
BP_111139,,,,,,,,,,10 ml,23,0.2,0,0,0,5.5,,5,537
BP_111317,510,23.3,28.8,20,1.4,38.8,,36.7,300,,,,,,,,,,
BP_111345,85,4.6,0.3,0.1,0,15.7,,5.7,500,,,,,,,,,,
BP_111524,90,1.2,0,0,0,21.3,,15.5,1000,,,,,,,,,,
BP_111538,350,14.6,3,1,,66.2,,2.5,474,,,,,,,,,,
BP_111597,290,23.2,18.7,5.1,0,7.2,,4.2,943,,,,,,,,,,
BP_111838,390,14.7,0,0,0,0.07,,70.4,250,0.085 g,0.3,0.01,0,0,0,0.07,,0.06,0.21
BP_111846,512,8,25.6,11.8,0.1,62.5,,2.2,913,,,,,,,,,,
BP_111961,,,,,,,,,,10 g,7,0.2,0.1,0,0,1.2,,1.1,432
BP_111962,,,,,,,,,,10 g,16,0.9,0.7,0.1,0,1.4,,1.1,621
BP_111965,,,,,,,,,,10 g,12,0.06,0,0,0,2.9,,2.4,458
BP_112039,,,,,,,,,,10 ml,8,0.7,0,0,0,1.3,,1.1,905
BP_112040,,,,,,,,,,10 ml,7,0.7,0,0,0,1,,0.3,708
BP_112188,822,0,91,14,0,0,,0,0,,,,,,,,,,
BP_112209,,,,,,,,,,0.6g,0,0,0,0,0,0,0,0,47
BP_112269,68,4.6,0.2,0.1,0,12.1,3.5,12,82,33g,22,1.5,0.1,0,0,4,1.2,4,27
BP_112360,170,16.3,10.8,3.8,0,2,,1.3,280,,,,,,,,,,
BP_112387,375,5.6,17.4,9,0,49.1,,29.6,206,,,,,,,,,,
BP_112527,196,3,17,12,0,3,0,1,25,,,,,,,,,,
BP_112554,510,8.4,23.8,9.6,0.2,63.4,,12.8,337,,,,,,,,,,
BP_112580,,,,,,,,,,5 ml,4,0.4,0,0,0,0.7,,0.5,327
BP_112582,,,,,,,,,,5 ml,3,0.2,0,0,0,0.6,,0.5,364
BP_112612,,,,,,,,,,5 ml,12,0.1,0,0,0,3,,1.2,196
BP_112679,,,,,,,,,,5ml,4,0.2,0,0,0,0.7,0,0.6,508
BP_112719,,,,,,,,,,5ml,4,0.2,0,0,0,0.8,0,0.7,395
BP_112802,398,1.9,0,0,0,97.7,,96,3.64,1 g,4,0.02,0,0,0,0.97,,0.96,0.04
BP_112824,62,2,1.5,0.3,0,10,,9.5,10,,,,,,,,,,
BP_112915,347,7,1,0,0,77.2,,0,0,,,,,,,,,,
BP_112923,52,1,0,0,0,12,1,11,7,,,,,,,,,,
BP_112987,206,11.9,12.9,5.1,0,10.4,,0,622,,,,,,,,,,
BP_113052,,,,,,,,,,10 g,25,0.1,0.1,0,0,6,,5.9,452
BP_113271,70,0,0,0,0,17.5,,13.8,0,,,,,,,,,,
BP_113428,4.3,1.1,0,0,0,0,,0,1580,200g,8.84,2.2,0,0,0,0,,0,3160
BP_113433,211,11.4,14.7,5.6,0,8.3,,0,610,,,,,,,,,,
BP_113436,241,9.8,17.5,6.2,0,11,,1,613,,,,,,,,,,
BP_113613,228.5,6.3,1.2,0,0,47.3,,16,13536,,,,,,,,,,
BP_113795,127,11.8,8.4,1.4,0,0.8,,0.7,2770,,,,,,,,,,
BP_113796,127,11.8,8.4,1.4,0,0.8,,0.7,2770,,,,,,,,,,
BP_113865,,,,,,,,,,250g,208,13.3,9,3,0,18.5,,5.3,945
BP_113884,32,0,0,0,0,7.5,,7.5,7,,,,,,,,,,
BP_113972,52.6,2.3,0,0,0,6.8,,5.1,380,,,,,,,,,,
BP_113998,212,13.7,14,5.6,0.05,7.9,0.3,0,620,,,,,,,,,,
BP_114080,,,,,,,,,,75g,258,9.7,0,0,0,54.2,0,1.4,47
BP_114082,,,,,,,,,,57g,196,6.9,0.4,0,0,42.7,1.5,0,560
BP_114160,371,16.4,2.1,0.4,0,62.6,,2.4,62,,,,,,,,,,
BP_114337,,,,,,,,,,45 g,153,2.8,0.3,0.1,0,36,1,0,0
BP_114342,,,,,,,,,,45g,160,3,0,0,0,36,1,0,0
BP_114363,513.9,7.2,27.8,12.5,0,58.8,0,26.4,150,28g,143.9,2,7.8,3.5,0,16.5,0,7.4,42
BP_114397,72,12.6,0.9,0.2,0,3.5,,0,1440,,,,,,,,,,
BP_114512,245.88,15.29,20,3.53,0,1.18,1.18,1.18,610.59,,,,,,,,,,
BP_114513,125.38,7.69,8.46,1.54,0,4.62,2.31,2.31,575.38,,,,,,,,,,
BP_114515,42.31,1.54,2.31,0.77,0,3.85,0.77,1.54,675.38,,,,,,,,,,
BP_114607,,,,,,,,,,10ml,6,0.6,0,0,0,0.8,,0.2,708
BP_114827,42.1,0,0,0,0,10.2,0.5,10.2,10,,,,,,,,,,
BP_114828,41.1,0.5,0.1,0,0,9.3,0.2,7.6,1,200ml,82,1,0.2,0,0,18.7,0.4,15.1,2
BP_114873,,,,,,,,,,55g,180,13,13,3,0,3,1,1,880
BP_114966,0,0,0,0,0,0,,0,39000,,,,,,,,,,
BP_115062,,,,,,,,,,56g,180,7,16,6,0,1,0,1,420
BP_115091,,,,,,,,,,100ml,20,0,0,0,0,5,,4.8,0
BP_115117,,,,,,,,,,5ml,4,0.3,0,0,0,0.7,0,0.7,493
BP_115119,,,,,,,,,,5ml,7,0.2,0,0,0,1.4,0,0.9,532
BP_115139,,,,,,,,,,15ml,41,0.1,3.1,0.5,0,3.2,0.1,2,107
BP_115177,,,,,,,,,,100ml,20,0,0,0,0,5,,4.8,0
BP_115211,,,,,,,,,,100ml,20,0,0,0,0,5,,4.8,0
BP_115236,121,2.7,8.1,2.2,0,8.5,,1.3,359,,,,,,,,,,
BP_115238,118,2.1,8.8,1.9,0,6.7,,1.4,450,,,,,,,,,,
BP_115299,,,,,,,,,,100ml,20,0,0,0,0,5,,4.8,0
BP_115364,,,,,,,,,,112g,489,10.3,20.9,9.4,0,65,,6.8,2128
BP_115411,164,11.6,10.2,4.5,0.2,5.6,1.98,0.67,897,,,,,,,,,,
BP_115569,301,9,13.8,6.7,0,35.2,,0.7,1140,,,,,,,,,,
BP_115570,294,8.5,15,7.3,0,31.2,,0.8,1200,,,,,,,,,,
BP_115607,69,0.5,0,0,0,16.8,1.3,13.5,23,240ml,166,1.2,0,0,0,40.3,3.1,32.4,55
BP_115636,,,,,,,,,,100ml,27,0,0,0,0,6.8,,6.5,0
BP_115681,104,1.2,6.2,0.6,0.56,7.7,,6.4,352,,,,,,,,,,
BP_115706,34,0,0,0,0,8.4,,4.5,22,,,,,,,,,,
BP_115908,311,8.5,25,9.9,0,12.9,,3.1,619,,,,,,,,,,
BP_115989,,,,,,,,,,35g,130,7.1,0.7,0.5,0,23.9,,13.9,96.3
BP_115992,349,7.6,1,0,0,77.3,,0,9,,,,,,,,,,
BP_116092,117,9.7,0,0,0,15.1,,9.8,6780,15ml,18,1.5,0,0,0,2.3,,1.5,1017
BP_116118,,,,,,,,,,65g,229,5.7,2.8,1.2,0,45.2,,2.2,1560
BP_116154,,,,,,,,,,10g,60,1.6,5.7,0.9,0,0.5,,0.5,157
BP_116155,,,,,,,,,,10 g,28,0.4,2.2,0.4,0.1,1.6,,1.1,145
BP_116348,280,6.4,26.25,9.6,0.1,5,1.6,0.2,953,,,,,,,,,,
BP_116351,,,,,,,,,,5ml,4,0.6,0.04,0,0,0.4,0,0.1,609
BP_116362,349,7.8,0.4,0.2,0,78.5,0.7,0.1,0,,,,,,,,,,
BP_116368,,,,,,,,,,100ml,20,0,0,0,0,5,,4.8,0
BP_116510,,,,,,,,,,100ml,20,0,0,0,0,5,,4.8,0
BP_116567,188,2.15,17,12.4,0,2.6,0.2,1,15,,,,,,,,,,
BP_116593,,,,,,,,,,18.9g,36,1.9,1.6,0.14,0,4.4,0.8,3.4,1247
BP_116594,,,,,,,,,,19.2g,37,1.3,0.9,0.1,0,6.8,0.9,4.3,1052
BP_116595,,,,,,,,,,20.1g,57,0.2,0.2,0,0,13.7,0,11.2,568
BP_116671,,,,,,,,,,84g,90,19,2,0,0,1,0,0,450
BP_116672,,,,,,,,,,84g,90,19,2,0,0,1,0,0,450
BP_116680,,,,,,,,,,,,,,,,,,,
BP_116741,,,,,,,,,,65g,288,6.3,11,5.2,0,41.9,2,2.9,1638
BP_116742,,,,,,,,,,65g,289,6.7,11.1,5.3,0,41.5,2.1,4,1541
BP_116743,,,,,,,,,,65g,289,6.7,11.1,6.2,0,41.5,1.8,2.5,1541
BP_116746,,,,,,,,,,65g,285,6.4,10.2,5,0,42.8,2,4.5,1703
BP_116754,,,,,,,,,,30g,120,8.1,4.1,1.8,0,12.6,,12.6,108
BP_116773,,,,,,,,,,10 g,60,1.6,5.7,0.9,0.1,0.5,,0.5,157
BP_116774,,,,,,,,,,10 g,64,1.5,6,1,0.2,0.9,,0.7,171
BP_116776,538,17.4,45.8,6.8,0,30.3,16.3,3.6,44,20 g,108,3.5,9.2,1.4,0,6.1,3.3,0.7,9
BP_116806,,,,,,,,,,20g,85,1.5,3,1.3,0,13.5,0.9,2.4,12
BP_117115,,,,,,,,,,15ml,123,0,7,2,0,0,0,0,0
BP_117119,106,6.1,0,0,0,18.2,3,9.1,61,30g,32,1.8,0,0,0,5.5,0.9,2.7,18
BP_117372,221,10.1,17.8,5.7,0,5.1,,0.9,698,,,,,,,,,,
BP_117406,,,,,,,,,,80g,300,6.2,0,0,0,68.9,0,68.5,276
BP_117573,503,6.3,21.9,14.2,0.1,68.7,,34.3,135,,,,,,,,,,
BP_117651,,,,,,,,,,237 ml,148,0,0,0,0,37,0,35,12
BP_117749,,,,,,,,,,10 g,58,1.4,5.5,1,0,0.8,,0.4,157
BP_117750,,,,,,,,,,10g,58,1.4,5.5,1,0,0.8,,0.4,157
BP_117847,352,6.5,1,1,0,80.5,0.5,0,10,,,,,,,,,,
BP_117848,353,6.7,1,1,0,80.5,0.5,0,15,,,,,,,,,,
BP_118122,,,,,,,,,,10 g,14,0.2,0,0,0,3.2,,2.7,444
BP_118179,33.3,1.3,1.3,0,0,4,2,2,638,,,,,,,,,,
BP_118219,545,5.1,31.2,12.3,0,59.6,,3.2,1560,,,,,,,,,,
BP_118240,355,12.5,1.5,0.3,0,71.7,3,1,2,,,,,,,,,,
BP_118257,70,0,0,0,0,17.7,0,15.3,0,,,,,,,,,,
BP_118258,79,0,0,0,0,20,0,19.8,0,,,,,,,,,,
BP_118451,171,7.2,6.7,1.1,0,27.1,2.4,23.4,5300,18g,31,1.3,1.2,0.2,0,4.9,0.4,4.2,954
BP_118496,,,,,,,,,,1.4g,0,0,0,0,0,0,,0,490
BP_118498,296,10.4,2.1,0.6,0,42.4,,0,5,,,,,,,,,,
BP_118681,,,,,,,,,,75g,319,9.2,11.8,5.1,0,43.9,,4.3,1530
BP_118700,354,0,0,0,0,89.2,1.7,0,7,,,,,,,,,,
BP_118902,,,,,,,,,,15ml,123,0,13.7,2,0,0,0,0,0
BP_118906,,,,,,,,,,15ml,120,0,14,3,1,0,0,0,0
BP_118907,,,,,,,,,,15ml,120,0,14,2,0,0,0,0,0
BP_118931,,,,,,,,,,10 g,13,0.4,0.2,0,0,2.4,,1.9,334
BP_118932,,,,,,,,,,10 g,65,1.2,5.6,2.4,0,2.4,,1.7,115
BP_119130,900,0,100,4.9,0.1,0,0,0,0,12g,108,0,12,0.6,0,0,0,0,0
BP_119216,,,,,,,,,,15ml,49,0.1,4,0.6,0,3,0.1,1.6,102
BP_119258,56,0,0,0,0,13.9,,13.9,44,,,,,,,,,,
BP_119625,,,,,,,,,,43g,159,1.6,1.3,0.8,0,35.1,,18.7,315
BP_119639,,,,,,,,,,5g,32,0.1,3.5,0.6,0,0.1,,0.1,138
BP_119770,340,16.7,30.3,4,0,0,0,0,398,,,,,,,,,,
BP_119821,,,,,,,,,,80 g,293,11,5,1,0,51,0,2,1008
BP_120007,,,,,,,,,,30g,80,2.5,1.5,0.5,0,14.1,,2.2,146
BP_120011,275,9.2,4.9,1,0,48.6,,5.4,489,50g,138,4.6,2.5,0.5,0,24.3,,2.7,245
BP_120033,356,9.7,14.7,4.6,0,46,,12.4,474,85g,303,8.2,12.5,3.9,0,39.1,,10.5,403
BP_120035,341,6.9,15.4,7.1,0,43.2,,12.5,403,85g,200,5.9,13.1,6,0,36.7,,10.6,343
BP_120154,397,1.7,16.3,11.2,0,59.8,2.1,12.2,5732,,,,,,,,,,
BP_120206,50,4.3,2.9,0.7,0,2.2,0,1,280,,,,,,,,,,
BP_120210,24,4,0.8,0,0,0,0,0,214,,,,,,,,,,
BP_120211,27,3.6,0.6,0,0,1.9,0,0,186,,,,,,,,,,
BP_120662,191,13.4,12.8,4.68,0,5.6,,0,741,,,,,,,,,,
BP_120764,,,,,,,,,,100 毫升 ml,50,4.7,3,0.6,0,1,,1,31
BP_120975,,,,,,,,,,5ml,42,0,4.7,0.7,0.1,0,,0,0
BP_121596,,,,,,,,,,80g,384,9.8,14.9,5.2,0,52.9,1.5,2.8,1182
BP_121604,,,,,,,,,,5g,4,0.2,0,0,0,0.8,0,0.5,126
BP_121897,,,,,,,,,,5g,15,0,0.5,0,0,2,0,0,160
BP_122794,,,,,,,,,,15ml,120,0,14,3,0.2,0,0,0,0
BP_123083,,,,,,,,,,15ml,120,0,14,2,0,0,0,0,0
BP_123088,396,2.7,6.4,5,0,80.8,,67.3,22,,,,,,,,,,
BP_123395,,,,,,,,,,10 ml,27,0.3,0.1,0,0,6.3,,5.4,448
BP_123783,,,,,,,,,,109g,347,5.2,11.3,4.3,0,56.1,,2.1,1780
BP_123785,,,,,,,,,,91g,395,10.1,20.5,13.3,0,42.6,,4.2,1662
BP_123912,14,0.9,0,0,0,2.6,0,1.9,175,,,,,,,,,,
BP_123923,,,,,,,,,,73g,321,9.9,13,6.1,0,41,,1.8,1635
BP_123941,399,0,0,0,0,99.3,,99.1,0,,,,,,,,,,
BP_123949,380,0,0,0,0,94.9,,93.8,71,,,,,,,,,,
BP_124031,118,5.3,7.7,2,0,6.8,0,0.7,264,,,,,,,,,,
BP_124087,348,7.6,1,0,0,77.3,,0,9,,,,,,,,,,
BP_124114,78,0.1,0,0,0,19,0,0,18280,,,,,,,,,,
BP_124356,375,7.5,0.8,0.4,0,84.4,1.6,0,7,50 g,187,3.7,0.4,0.2,0,42.2,0.8,0,4
BP_124495,363,11.3,1.9,0.4,0,73.5,3.4,1.9,0,,,,,,,,,,
BP_124530,,,,,,,,,,35g,128,7.1,0.7,0.5,0,23.3,,13.9,96.3
BP_124569,,,,,,,,,,43g,160,2,1.5,0.9,0,33.3,,18,365
